name,Zip code,Number of reviewers,Overall score,Cleanliness,Comfort,Facilities,Staff,Value for money,Free WiFi,Location,good Fitness Center,Daily Housekeeping,Heating,Free Parking,Airport Shuttle (free),Private Parking,Spa,On-site Parking,Fitness Center,Room Service,Family Rooms,Parking,Airport Shuttle,Air Conditioning,Free WiFi,Laundry,Water Park,Pet Friendly,Outdoor Pool,Indoor Pool,Elevator,Garden,Facilities for Disabled Guests,Bar,Beach nearby,wonderful Fitness Center,Beachfront,Non-smoking Rooms,Terrace,Swimming Pool,very good Fitness Center,Restaurant,Private Beach Area,exceptional Fitness Center,24-Hour Front Desk,WiFi,BBQ Facilities,Dist
Downtown LA 5Beds Spectacular Pool,90017,8,7.5,8.5,8.5,7.5,6.9,6.3,7.5,7.2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.3 miles from center)
The Victorian 3 Bedroom Apartment 2.4,90007,0,0,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(2.6 miles from center)
Studio City Warm Apartment,91604,10,7.6,7.8,7,6.8,8,6.5,9.3,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(9.3 miles from center)
Chic and Charming 1 bdr,90046,70,7.9,7.7,7.8,7.7,7.9,7.5,8.6,8.9,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(6.8 miles from center)
Hollywood House Melrose Place,90038,9,7.5,7,7.2,7.2,8.3,7,8.1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,(5.6 miles from center)
Downtown Los Angeles Luxury 3-bedroom Pool Suite,90017,10,8.1,8.3,8.5,8,7.3,7.8,8.5,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.3 miles from center)
"The Standard, Hollywood",90069,563,7.8,7.9,7.7,7.4,8.2,6.9,7.8,8.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,(7.5 miles from center)
DOWNTOWN L.A. 36 Story Breath Taking View Penthouse,90015,15,7.8,7.7,7.7,8,7.8,7.5,6.3,7.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,(1.1 miles from center)
Hollywood Dreams 5 beds 2 BR pool,90028,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Urban Downtown LA Sapphire Suite,90017,5,8.6,9.5,8.5,8.5,8.5,8,8.5,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.2 miles from center)
Holiday Inn Express Los Angeles LAX Airport,90045,657,7.9,8.1,8,7.5,8.2,7.3,8.2,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(9.9 miles from center)
The Beach Life Condo,90401,0,0,,,,,,,,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,(14.3 miles from center)
Melrose Bungalow #6 7.75,90038,0,0,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(5 miles from center)
Hollywood Hills Suites,90028,50,7.9,7.6,7.8,7.5,7.9,7.4,7.5,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,(5.6 miles from center)
EXQUISITE MARINA 2BDR SUITE WITH BALCONY & RELAXING VIEWS,90094,9,7.9,7.8,7.5,7.8,7.8,7.5,7.5,9.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(11.8 miles from center)
Wingate by Wyndham Los Angeles Airport,90304,"4,050",7.6,7.9,7.9,7.4,7.7,7.3,7.7,7.5,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(9.9 miles from center)
"Hampton Inn & Suites Los Angeles/Hollywood, CA",90038,85,8.6,9.2,8.8,8.8,8.9,7.8,8.5,7.8,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(5 miles from center)
Montrose West Hollywood,90069,458,7.7,7.8,8,7.6,7.8,6.8,5.8,8.4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,(8.1 miles from center)
Los Angeles 5 Beds Convention Pool,90015,24,7.9,8.2,8.5,7.7,7.5,7.2,10,8.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.5 miles from center)
Top Floor Penthouse Living Like A Rockstar,90017,23,8.1,8.1,8.1,8.3,8.2,7.5,7.8,8.3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(1 miles from center)
Sunset Blvd Apartment W/ Balcolny,90038,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(4.3 miles from center)
Sheraton Universal,91608,"1,017",7.5,7.5,7.5,7.1,8.1,6.2,5.8,8.5,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,(8.7 miles from center)
Mid City 3 Bedroom 3 Bathroom 5 Queen Beds,90019,11,8.3,8.2,8.2,8.6,8.9,8.2,10,7.5,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.7 miles from center)
The Moment Hotel,90046,271,8.0,8.3,8,7.8,8.4,7,8.1,8.3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,(6.8 miles from center)
Urban Downtown LA Luxury Resort Suite,90017,16,8.7,8.5,8.6,8.8,9.2,8,9.2,8.9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.2 miles from center)
Jolly Roger Hotel,90292,"1,043",7.6,7.6,7.3,7.3,8.5,6.9,8.2,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(12.4 miles from center)
Urban Downtown LA Designer City Sky Suite,90015,15,8.0,7.5,7.5,7.8,8,7.9,9.1,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.3 miles from center)
Melrose Holiday Home,90046,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(6.8 miles from center)
Downtown LA VIP Resort Apartment,90017,9,7.4,7.8,7,7,7.5,7.2,2.5,8.1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.2 miles from center)
Strathmore Apartments,90024,50,7.4,7.5,7.4,7.3,6.8,7.2,8,8.2,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(11.8 miles from center)
Executive Celebrity Suites,90017,41,8.5,8.4,8.7,8.8,8.5,8.2,9.7,8.4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.2 miles from center)
Urban Hollywood Tropical Suite,90028,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(5.6 miles from center)
Popular Downtown Los Angeles Luxurious Resort Suite,90012,26,7.9,7.5,8.3,8.3,8,7.5,8.3,7.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,(0.7 miles from center)
Venetian Inspired Luxury Apartment In Downtown LA!,90017,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.2 miles from center)
Hollywood Hot Spot Condo,90028,12,7.5,7.5,7.1,7.1,7.9,6.9,10,8.6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Orlando Holiday Home 10647,90048,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(7.5 miles from center)
Amazing 2bed/2 bath near the Grove,90036,36,8.3,7.5,8.2,8.3,9,7.7,7.5,9.3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(5.6 miles from center)
Popular DTLA Designer Suite,90015,13,8.0,8.5,8.1,7.9,8.1,7.3,8.3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.3 miles from center)
"⛱Sophisticated 4BR Home near Venice Beach, Parking",90291,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(13 miles from center)
Sportsmen's Lodge Hotel,91604,"1,357",7.7,7.9,7.8,7.5,8,7,7.9,8.1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,(11.2 miles from center)
Westwood Deluxe UCLA Suite | 2BR&2BT | Free Parking,90024,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,(11.2 miles from center)
McConnell Holiday Home 11049,90066,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(11.2 miles from center)
Pennsylvania Holiday Home 10248,90404,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,(12.4 miles from center)
Yale Holiday Home 11087,90404,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(13 miles from center)
Popular Hollywood Blvd Magnificent Suite,90028,10,7.8,7.5,8,8,7.8,7.8,8,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Flower Holiday Home 10120,90291,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(13 miles from center)
Epic Downtown Apartment,90017,6,8.2,8.8,8.3,8.3,8.3,7.9,10,7.5,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.2 miles from center)
SureStay Collection by Best Western Saharan Hotel,90046,"1,179",7.0,7.1,6.8,6.5,6.9,6.7,7.3,7.9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
"Luxury 2 Bedroom,2Bathroom Apartment with Pool,Jakuzzi,Gym",90292,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(11.8 miles from center)
Modern Star Apartments,90017,16,8.1,8.8,8.3,8.5,8.3,7.7,8.8,7.2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(0.6 miles from center)
19th Holiday Home 11033,90404,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(13.7 miles from center)
Hotel Carmel By The Sea,90401,"1,247",7.4,7.6,6.9,6.4,8.1,6.5,7.3,9.2,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,(14.3 miles from center)
Popular Hollywood Blvd Two Story Suite,90028,32,7.8,7.9,8.1,7.8,7.5,7.1,7.5,8.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Glendon Westwood 5121-R,90024,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(11.2 miles from center)
Urban Downtown LA Oasis Resort Suite,90015,14,7.5,7.2,7.3,7,8.7,7,7.5,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.3 miles from center)
AC Hotel by Marriott Beverly Hills,90048,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,(6.8 miles from center)
Luxurious Stay in Hollywood,90028,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Urban Downtown LA Pool Table Penthouse,90015,18,7.9,6.8,8.2,8.1,8.5,6.7,7.5,8.9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.3 miles from center)
Beautiful 2bed2bath apt in Downtown!,90017,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.2 miles from center)
Modern Vintage,90068,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,(6.2 miles from center)
"The Standard, Downtown LA",90071,705,7.8,8.1,7.7,7.7,7.8,6.9,8.2,8.3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,(0.8 miles from center)
The Grove Luxury Suite,90036,6,7.9,7.1,7.9,8.3,7.9,7.5,8.8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Century Park Hotel LA,90064,131,7.4,7.8,7.4,6.9,8,6.8,8.4,7.7,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(9.9 miles from center)
Devlin Holiday Home 10230,90069,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,(8.1 miles from center)
Hollywood City Inn,90027,"1,492",7.3,7.4,7.2,7,7.3,7,7.8,7.9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,(5 miles from center)
Glendon Westwood 4168,90024,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(11.2 miles from center)
Briarcrest Estate,90210,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(9.3 miles from center)
Private Bedroom and Bathroom in Shared 2 Bedroom Apartment,90292,13,8.2,8.5,8.3,7.9,8.5,6.9,7.5,9.2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(13 miles from center)
Wellworth Apartments,90024,170,7.8,7.5,7.9,7.6,7.9,7.1,8.5,8.6,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(11.2 miles from center)
Los Angeles Modern Villa,90046,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.8 miles from center)
Presidential Two Bedroom Luxury Suite,90017,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.1 miles from center)
Cal Mar Hotel Suites,90403,657,7.7,7.6,7.5,7.2,8.1,6.8,3.7,8.9,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,(14.9 miles from center)
Dunes Inn - Sunset,90028,648,7.5,7.8,7.2,7,7.7,7.4,8.2,8.1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(5 miles from center)
The Dixie Hollywood,90027,"1,986",7.1,7,6.8,6.8,7.4,6.9,7.2,7.9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(5 miles from center)
3rd Apartment 11035,90017,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(1 miles from center)
Pacific Apartment 10433,90291,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(13.7 miles from center)
Pacific Apartment 10430,90291,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(13.7 miles from center)
Barry Apartment 10437,90025,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(11.8 miles from center)
Galleon Apartment 10360,90292,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(13 miles from center)
Galleon Apartment 10352,90292,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(13 miles from center)
Fleet Apartment 10349,90292,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(13 miles from center)
St. Paul Apartment 11140,90017,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(1 miles from center)
St. Paul Apartment 11143,90017,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(1 miles from center)
Barry Apartment 11182,90025,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(11.8 miles from center)
Galleon Apartment 10355,90292,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(13 miles from center)
Flower Apartment 10095,90291,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(13 miles from center)
St. Paul Apartment 11137,90017,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(1 miles from center)
St. Paul Apartment 11133,90017,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(1 miles from center)
St. Paul Apartment 11113,90017,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(1 miles from center)
Pacific Apartment 10431,90291,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(13.7 miles from center)
Brilliant Apartment Walk Distance to UCLA 9,90024,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,(11.2 miles from center)
Hollywood Grand Apartment,90028,10,6.9,7,7.5,6.3,6,6.8,7.8,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(6.2 miles from center)
Hollywood Blvd Apartment,90028,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Galleon Apartment 10365,90292,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(13 miles from center)
Teviot Apartment 10251,90039,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
Hidalgo Apartment 10249,90039,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
Pacific Apartment 10429,90291,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(13.7 miles from center)
19th Apartment 10419,90404,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,(13.7 miles from center)
Pacific Apartment 10428,90291,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(13.7 miles from center)
Hollywood 5 Beds Famous Awards Pool,90028,26,7.3,7,6.9,7.1,7.9,6.8,8.2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Catamaran Apartment 10098,90292,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(13 miles from center)
3rd Apartment 11125,90017,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(1 miles from center)
St. Paul Apartment 11136,90017,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(1 miles from center)
St. Paul Apartment 11127,90017,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(1 miles from center)
LA Stylish Central Suite,90036,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(5.6 miles from center)
La Quinta Inn & Suites LAX,90045,"4,039",7.4,7.5,7.5,7.1,7.8,7,8.2,7.7,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,(9.9 miles from center)
Catamaran Apartment 10101,90292,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(13 miles from center)
5th Apartment 10097,90291,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(13 miles from center)
St. Paul Apartment 11124,90017,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(1 miles from center)
Hidalgo Apartment 10250,90039,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
